timestamp,temp_C,humidity,eco2_ppm,tvoc
2026-03-19T07:28:29+00:00,23.0,71.2,0.0,0.0
2026-03-19T07:28:39+00:00,23.0,71.1,400.0,18.0
2026-03-19T07:28:49+00:00,22.9,71.2,423.0,34.0
2026-03-19T07:28:59+00:00,22.9,71.3,417.0,31.0
2026-03-19T07:29:40+00:00,22.9,71.6,420.0,32.0
2026-03-19T07:29:50+00:00,22.9,71.4,418.0,32.0
2026-03-19T07:30:00+00:00,22.9,71.2,412.0,29.0
2026-03-19T07:30:10+00:00,23.0,71.2,420.0,33.0
2026-03-19T07:30:20+00:00,22.9,71.2,427.0,36.0
2026-03-19T07:30:30+00:00,23.0,71.3,436.0,40.0
2026-03-19T07:30:40+00:00,22.9,71.0,409.0,28.0
2026-03-19T07:30:50+00:00,23.0,71.2,439.0,42.0
2026-03-19T07:31:00+00:00,23.0,71.2,411.0,29.0
2026-03-19T07:31:10+00:00,22.9,71.1,433.0,39.0
2026-03-19T07:31:20+00:00,22.9,71.2,442.0,43.0
2026-03-19T07:31:30+00:00,22.9,71.3,432.0,38.0
2026-03-19T07:31:40+00:00,22.9,71.2,415.0,31.0
2026-03-19T07:31:50+00:00,22.9,71.2,439.0,41.0
2026-03-19T07:32:00+00:00,22.9,71.1,400.0,23.0
2026-03-19T07:32:10+00:00,22.9,71.1,400.0,23.0
2026-03-19T07:32:20+00:00,22.9,71.1,415.0,30.0
2026-03-19T07:32:30+00:00,22.9,71.3,444.0,44.0
2026-03-19T07:32:40+00:00,22.9,71.4,416.0,31.0
2026-03-19T07:32:50+00:00,22.9,71.3,433.0,39.0
2026-03-19T07:33:00+00:00,22.9,71.3,435.0,40.0
2026-03-19T07:33:10+00:00,22.9,71.4,450.0,46.0
2026-03-19T07:33:20+00:00,22.9,71.4,451.0,47.0
2026-03-19T07:33:30+00:00,22.9,71.3,429.0,37.0
2026-03-19T07:33:40+00:00,23.0,71.2,439.0,41.0
2026-03-19T07:33:50+00:00,23.0,71.0,433.0,39.0
2026-03-19T07:34:00+00:00,23.0,71.0,415.0,31.0
2026-03-19T07:34:10+00:00,23.0,71.2,434.0,39.0
2026-03-19T07:34:20+00:00,22.9,71.0,423.0,34.0
2026-03-19T07:34:30+00:00,22.9,71.0,419.0,32.0
2026-03-19T07:34:40+00:00,23.0,74.1,463.0,53.0
2026-03-19T07:34:50+00:00,22.9,72.5,438.0,41.0
2026-03-19T07:35:00+00:00,23.0,72.9,418.0,32.0
2026-03-19T07:35:10+00:00,23.0,72.3,430.0,37.0
2026-03-19T07:35:20+00:00,23.0,71.2,430.0,37.0
2026-03-19T07:35:30+00:00,23.0,71.1,428.0,36.0
2026-03-19T07:35:40+00:00,23.0,71.2,424.0,35.0
2026-03-19T07:35:50+00:00,23.0,71.0,438.0,41.0
2026-03-19T07:36:00+00:00,23.0,71.1,434.0,39.0
2026-03-19T07:36:10+00:00,23.0,71.4,450.0,47.0
2026-03-19T07:36:20+00:00,23.0,71.2,409.0,28.0
2026-03-19T07:36:30+00:00,23.0,71.2,408.0,27.0
2026-03-19T07:36:40+00:00,23.0,71.3,406.0,26.0
2026-03-19T07:36:50+00:00,23.0,71.2,426.0,35.0
2026-03-19T07:37:00+00:00,23.0,71.3,417.0,31.0
2026-03-19T07:37:10+00:00,23.0,71.2,421.0,33.0
2026-03-19T07:37:20+00:00,23.0,71.2,413.0,29.0
2026-03-19T07:37:30+00:00,23.0,71.1,411.0,29.0
2026-03-19T07:37:40+00:00,23.0,71.2,414.0,30.0
